PitchType,Batter,HomePlate_X,HomePlate_Y,Zone,hit_location,bb_type,balls,strikes,spray_angle,adjusted_spray_angle,x_loc,y_loc,launch_speed,launch_angle,play,swing,babip_value,woba_value,woba_denom
Changeup,Right,-1.6000000000000001,1,13,,,1,2,,,,,,,0,0,,,
Curve,Right,0.5,-0.69999999999999996,6,,,1,2,,,,,,,0,1,,,
Slider,Right,0.29999999999999999,0.80000000000000004,6,,,1,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.69999999999999996,1.7,11,,,1,1,,,,,,,0,0,,,
Slider,Right,0.5,0.80000000000000004,9,,,1,0,,,,,,,0,0,,,
Slider,Right,0.40000000000000002,0.5,14,,,0,0,,,,,,,0,0,,,
Slider,Left,0.5,0.29999999999999999,6,5,Popup,0,0,-27.399999999999999,27.399999999999999,-52.899999999999999,106.09999999999999,79,64,1,1,0,0,1
Slider,Left,0.40000000000000002,0.5,14,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Slider,Left,0.29999999999999999,0.5,9,,,3,1,,,,,,,0,0,,,
Slider,Left,0.5,0.5,9,,,2,1,,,,,,,0,0,,,
Curve,Left,0.29999999999999999,-1.1000000000000001,14,,,1,1,,,,,,,0,0,,,
Curve,Left,0.59999999999999998,-1.3,13,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.6000000000000001,1,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.7,8,6,Popup,2,0,20.699999999999999,-20.699999999999999,66,173.5,94,57,1,1,0,0,1
Four-Seam Fastball,Left,-0.80000000000000004,1.8,11,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.7,13,,,0,0,,,,,,,0,0,,,
Slider,Right,0.29999999999999999,0.5,14,2,,1,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Right,-0.90000000000000002,1.6000000000000001,3,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.8999999999999999,12,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1,1.8,8,,,0,0,,,,,,,0,0,,,
Slider,Left,0.40000000000000002,0.5,6,2,,3,2,,,,,50,51,1,1,0,0.69999999999999996,1
Slider,Left,0.29999999999999999,0.29999999999999999,5,,,3,1,,,,,,,0,0,,,
Slider,Left,0.5,0.29999999999999999,14,,,2,1,,,,,,,0,0,,,
Curve,Left,0.69999999999999996,-1.1000000000000001,9,,,1,1,,,,,,,0,0,,,
Curve,Left,0.80000000000000004,-1.3,13,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.7,7,,,0,0,,,,,,,0,0,,,
Curve,Left,0.80000000000000004,-1.1000000000000001,14,2,,0,2,,,,,,,0,0,0,0,1
Four-Seam Fastball,Left,-0.90000000000000002,1.6000000000000001,3,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1.2,1.3,11,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.6000000000000001,13,5,Popup,0,0,-65.299999999999997,-65.299999999999997,-100.5,48.600000000000001,80,69,1,1,0,0,1
Four-Seam Fastball,Left,-1,1.6000000000000001,4,1,Ground Ball,1,0,14.4,-14.4,12.5,46.600000000000001,104,-14,1,1,0,0,1
Slider,Left,0.59999999999999998,0.29999999999999999,14,,,0,0,,,,,,,0,0,,,
Slider,Right,0.40000000000000002,0.59999999999999998,14,2,,1,2,,,,,,,0,1,0,0,1
Changeup,Right,-1.6000000000000001,0.69999999999999996,4,,,1,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.8,9,,,1,1,,,,,,,0,0,,,
Slider,Right,0.20000000000000001,0.5,6,,,1,0,,,,,,,0,1,,,
Slider,Right,0.10000000000000001,0.80000000000000004,14,,,0,0,,,,,,,0,0,,,
Slider,Left,0.5,0.29999999999999999,14,2,,1,2,,,,,,,0,1,0,0,1
Slider,Left,0.5,0.10000000000000001,14,,,1,2,,,,,,,0,1,,,
Curve,Left,0.80000000000000004,-1.2,5,,,1,2,,,,,,,0,1,,,
Slider,Left,0.59999999999999998,0.29999999999999999,14,,,1,2,,,,,,,0,1,,,
Curve,Left,0.59999999999999998,-0.90000000000000002,8,,,1,2,,,,,,,0,1,,,
Curve,Left,0.69999999999999996,-1.5,14,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.7,12,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.7,3,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.5,1,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.5,1,7,Fly Ball,1,0,-38.799999999999997,38.799999999999997,-132.19999999999999,167.5,89,56,1,1,0,0,1
Four-Seam Fastball,Left,-0.80000000000000004,1.6000000000000001,13,,,0,0,,,,,,,0,0,,,
Changeup,Left,-1.5,0.5,4,3,Ground Ball,0,2,46,-46,85,82.900000000000006,79,8,1,1,0,0,1
Four-Seam Fastball,Left,-0.80000000000000004,1.5,2,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.6000000000000001,8,,,0,0,,,,,,,0,1,,,
Slider,Right,0.5,0.40000000000000002,14,8,Line Drive,1,2,5,5,30.5,334.89999999999998,86,21,1,1,0,0,1
Four-Seam Fastball,Right,-0.40000000000000002,1.6000000000000001,3,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.6000000000000001,12,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.5,1.7,12,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.6000000000000001,2,10,Fly Ball,3,2,35.799999999999997,-35.799999999999997,256.39999999999998,355.89999999999998,106,30,1,1,0,2,1
Slider,Left,0.29999999999999999,0.20000000000000001,14,,,2,2,,,,,,,0,0,,,
Slider,Left,0.29999999999999999,0.29999999999999999,14,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.6000000000000001,2,,,1,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.7,12,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.6000000000000001,6,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.6000000000000001,11,,,0,0,,,,,,,0,0,,,
Slider,Left,0.40000000000000002,0.40000000000000002,14,2,,3,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-0.90000000000000002,1.5,12,,,2,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.6000000000000001,5,,,2,2,,,,,,,0,1,,,
Slider,Left,0.40000000000000002,0.5,14,,,1,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.5,2,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.5,11,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.5,11,,,0,0,,,,,,,0,0,,,
Curve,Right,0.69999999999999996,-1.2,8,7,Line Drive,2,2,-42.5,-42.5,-92.599999999999994,104.09999999999999,108,6,1,1,1,1.25,1
Slider,Right,0.69999999999999996,0.40000000000000002,6,,,2,1,,,,,,,0,1,,,
Slider,Right,0.59999999999999998,0.40000000000000002,14,,,1,1,,,,,,,0,0,,,
Slider,Right,0.20000000000000001,0.29999999999999999,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.69999999999999996,1.8,11,,,0,0,,,,,,,0,1,,,
Curve,Left,0.69999999999999996,-1.1000000000000001,9,2,,1,2,,,,,,,0,1,0,0,1
Slider,Left,0.29999999999999999,0.20000000000000001,14,,,0,2,,,,,,,0,0,,,
Changeup,Left,-0.20000000000000001,0.20000000000000001,7,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.6000000000000001,13,,,0,0,,,,,,,0,0,,,
Slider,Right,0.40000000000000002,0.5,5,5,Ground Ball,2,1,-43.100000000000001,-43.100000000000001,-68.799999999999997,76.299999999999997,86,-20,1,1,0,0,1
Four-Seam Fastball,Right,-0.90000000000000002,1.7,13,,,1,1,,,,,,,0,0,,,
Slider,Right,0.5,0.40000000000000002,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.6000000000000001,6,,,0,0,,,,,,,0,0,,,
Curve,Left,0.59999999999999998,-0.90000000000000002,14,3,Ground Ball,1,1,47.5,-47.5,77.900000000000006,72.400000000000006,81,-19,1,1,0,0,1
Slider,Left,0.5,0.5,8,,,1,0,,,,,,,0,1,,,
Slider,Left,0.40000000000000002,0.5,9,,,0,0,,,,,,,0,0,,,
Slider,Left,0.40000000000000002,0.20000000000000001,14,2,,1,2,,,,,,,0,1,0,0,1
Slider,Left,0.5,0.29999999999999999,14,,,1,1,,,,,,,0,1,,,
Slider,Left,0.40000000000000002,0,7,,,1,0,,,,,,,0,0,,,
Curve,Left,0.5,-1,14,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.6000000000000001,13,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Slider,Left,0.5,0.10000000000000001,5,,,3,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.7,6,,,3,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.7,2,,,3,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.5,4,,,3,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.7,2,,,3,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.7,5,,,3,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.59999999999999998,1.6000000000000001,1,3,Popup,0,0,62.899999999999999,62.899999999999999,119.3,62.200000000000003,80,69,1,1,0,0,1
Curve,Left,0.69999999999999996,-1,5,2,,1,2,,,,,,,0,1,0,0,1
Curve,Left,0.59999999999999998,-1,14,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.8,11,,,0,2,,,,,,,0,1,,,
Slider,Left,0.29999999999999999,0.69999999999999996,14,,,0,1,,,,,,,0,1,,,
Slider,Left,0.5,0.69999999999999996,14,,,0,0,,,,,,,0,1,,,
Slider,Left,0.40000000000000002,0.80000000000000004,14,2,,0,2,,,,,,,0,1,0,0,1
Slider,Left,0.29999999999999999,0.69999999999999996,12,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-1,2,11,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.8,11,2,,1,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-1,1.8999999999999999,13,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.8,11,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.8,4,,,0,0,,,,,,,0,1,,,
Slider,Left,0.5,0.5,3,2,,1,2,,,,,,,0,1,0,0,1
Slider,Left,0.20000000000000001,0.59999999999999998,6,,,1,1,,,,,,,0,1,,,
Slider,Left,0.40000000000000002,0.40000000000000002,12,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.8,1,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.7,6,9,Line Drive,2,1,39.700000000000003,39.700000000000003,200.59999999999999,241.90000000000001,97,17,1,1,0,0,1
Four-Seam Fastball,Right,-0.90000000000000002,1.8999999999999999,12,,,2,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.8,12,,,1,0,,,,,,,0,0,,,
Curve,Right,1.1000000000000001,-1.1000000000000001,14,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.8,13,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Left,-1,1.8,5,,,3,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.8,12,,,2,1,,,,,,,0,0,,,
Slider,Left,0.5,0.40000000000000002,14,,,1,1,,,,,,,0,0,,,
Curve,Left,0.90000000000000002,-1.1000000000000001,1,,,1,0,,,,,,,0,0,,,
,Left,,,,,,0,0,,,,,,,0,0,,,
Slider,Right,0.5,0.5,14,2,,1,2,,,,,,,0,1,0,0,1
Slider,Right,0.40000000000000002,0.5,14,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.69999999999999996,1.6000000000000001,11,,,0,2,,,,,,,0,1,,,
Slider,Right,0.40000000000000002,0.40000000000000002,6,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.8,12,,,0,2,,,,,,,0,1,,,
Slider,Right,-0.20000000000000001,0.69999999999999996,3,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.8999999999999999,3,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.69999999999999996,1.8999999999999999,3,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.8,3,8,Fly Ball,0,0,-5.2000000000000002,-5.2000000000000002,-20,232,80,53,1,1,0,0,1
Slider,Right,0.40000000000000002,0.5,14,2,,2,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Right,-0.80000000000000004,1.6000000000000001,12,,,2,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1,1.6000000000000001,11,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.5,3,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.5,12,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.3999999999999999,11,2,,0,2,,,,,,,0,1,0,0,1
Slider,Left,0.20000000000000001,0.5,12,,,0,2,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.8999999999999999,2,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.8,11,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.6000000000000001,1,4,Ground Ball,0,1,33.100000000000001,-33.100000000000001,63.5,97.700000000000003,86,-14,1,1,0,0,1
Four-Seam Fastball,Left,-0.69999999999999996,1.6000000000000001,4,,,0,0,,,,,,,0,0,,,
Curve,Left,0.90000000000000002,-1,1,3,Ground Ball,0,1,43.799999999999997,-43.799999999999997,68.599999999999994,72.400000000000006,80,-45,1,1,0,0,1
Changeup,Left,-1.2,0.69999999999999996,11,,,0,0,,,,,,,0,1,,,
Slider,Left,0.59999999999999998,0.5,14,3,Ground Ball,1,1,45.899999999999999,-45.899999999999999,69.900000000000006,68.599999999999994,82,-2,1,1,0,0,1
Curve,Left,0.5,-1,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.7,13,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.8,6,8,Line Drive,1,0,13.800000000000001,-13.800000000000001,73.200000000000003,295.80000000000001,98,13,1,1,1,0.90000000000000002,1
Four-Seam Fastball,Left,-0.80000000000000004,1.7,11,,,0,0,,,,,,,0,0,,,
Curve,Right,0.69999999999999996,-1,12,8,Fly Ball,2,2,-2.7000000000000002,-2.7000000000000002,-9.8000000000000007,231.90000000000001,81,51,1,1,0,0,1
Four-Seam Fastball,Right,-1.1000000000000001,1.6000000000000001,5,,,2,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-1,1.6000000000000001,14,,,1,1,,,,,,,0,0,,,
Changeup,Right,-1.5,0.59999999999999998,4,,,1,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.90000000000000002,2.1000000000000001,14,,,0,0,,,,,,,0,0,,,
Curve,Left,0.59999999999999998,-1,7,3,Ground Ball,0,1,43,-43,76.200000000000003,82.5,78,-28,1,1,0,0,1
Changeup,Left,-1.6000000000000001,0.69999999999999996,13,,,0,0,,,,,,,0,1,,,
Slider,Right,0.40000000000000002,0.59999999999999998,14,4,Line Drive,1,2,8.6999999999999993,8.6999999999999993,23.800000000000001,150.19999999999999,66,15,1,1,0,0,1
Curve,Right,1,-0.69999999999999996,6,,,1,2,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.69999999999999996,1.8999999999999999,8,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.8,2,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-1,1.7,5,,,0,0,,,,,,,0,1,,,
Changeup,Left,-1.3,1,11,6,Popup,0,0,12.199999999999999,-12.199999999999999,24.199999999999999,109.09999999999999,80,69,1,1,0,0,1
Four-Seam Fastball,Right,-0.69999999999999996,1.7,12,8,Line Drive,2,2,-2.8999999999999999,-2.8999999999999999,-17,363.30000000000001,93,22,1,1,0,0,1
Four-Seam Fastball,Right,-0.69999999999999996,1.7,14,,,2,1,,,,,,,0,1,,,
Changeup,Right,-1.3999999999999999,0.59999999999999998,14,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.7,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.8999999999999999,9,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.8,2,9,Line Drive,0,1,17,-17,91.299999999999997,298,91,20,1,1,0,0,1
Four-Seam Fastball,Left,-0.80000000000000004,1.6000000000000001,5,,,0,0,,,,,,,0,0,,,
Changeup,Left,-1.3,0.59999999999999998,1,1,Ground Ball,1,0,-1.2,1.2,0.29999999999999999,39.100000000000001,62,-54,1,1,0,0,1
Four-Seam Fastball,Left,-0.90000000000000002,1.5,11,,,0,0,,,,,,,0,0,,,
Curve,Left,0.80000000000000004,-0.69999999999999996,6,2,,1,2,,,,,,,0,0,0,0,1
Curve,Left,0.80000000000000004,-0.69999999999999996,11,,,0,2,,,,,,,0,0,,,
Slider,Left,0.59999999999999998,0.59999999999999998,14,,,0,1,,,,,,,0,1,,,
Curve,Left,0.69999999999999996,-1.1000000000000001,5,,,0,0,,,,,,,0,0,,,
Curve,Left,0.80000000000000004,-1,2,2,,1,2,,,,,,,0,0,0,0,1
Curve,Left,0.40000000000000002,-0.69999999999999996,14,,,0,2,,,,,,,0,0,,,
Slider,Left,0.20000000000000001,0.40000000000000002,5,,,0,1,,,,,,,0,1,,,
Curve,Left,0.59999999999999998,-0.80000000000000004,6,,,0,0,,,,,,,0,0,,,
Slider,Right,0.20000000000000001,0.5,14,8,Line Drive,0,1,17.300000000000001,17.300000000000001,93.200000000000003,298.39999999999998,86,17,1,1,1,0.90000000000000002,1
Curve,Right,0.59999999999999998,-0.90000000000000002,4,,,0,0,,,,,,,0,0,,,
Curve,Left,0.5,-0.90000000000000002,14,2,,1,2,,,,,,,0,1,0,0,1
Slider,Left,0.59999999999999998,0.69999999999999996,14,,,1,2,,,,,,,0,1,,,
Slider,Left,0.69999999999999996,0.59999999999999998,9,,,1,1,,,,,,,0,1,,,
Slider,Left,0.40000000000000002,0.40000000000000002,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.8999999999999999,3,,,0,0,,,,,,,0,1,,,
Slider,Right,0.5,0.5,14,2,,1,2,,,,,,,0,1,0,0,1
Slider,Right,0.5,0.40000000000000002,14,,,1,1,,,,,,,0,1,,,
Slider,Right,0.5,0.29999999999999999,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.8,4,,,0,0,,,,,,,0,0,,,
Curve,Left,0.80000000000000004,-1.3,4,4,Line Drive,0,0,33.299999999999997,-33.299999999999997,80.5,122.5,92,13,1,1,1,1.25,1
Four-Seam Fastball,Right,-1,1.7,2,8,Fly Ball,2,1,0.59999999999999998,0.59999999999999998,5,379,100,38,1,1,0,0,1
Four-Seam Fastball,Right,-0.80000000000000004,1.8,6,,,2,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.7,14,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.69999999999999996,1.6000000000000001,12,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.80000000000000004,1.8,6,10,Fly Ball,3,1,37.899999999999999,-37.899999999999999,265.10000000000002,341.30000000000001,105,31,1,1,0,2,1
Four-Seam Fastball,Left,-0.80000000000000004,1.7,14,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.7,6,2,,2,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-0.80000000000000004,1.8,11,,,1,2,,,,,,,0,0,,,
Curve,Left,0.5,-1,9,,,1,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.8,5,,,1,0,,,,,,,0,1,,,
Curve,Left,0.5,-1.1000000000000001,11,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.8999999999999999,5,10,Fly Ball,0,0,-20.5,-20.5,-149.09999999999999,403.19999999999999,106,31,1,1,0,2,1
Four-Seam Fastball,Left,-0.90000000000000002,1.8,11,7,Fly Ball,2,1,-31.300000000000001,31.300000000000001,-135.40000000000001,226.40000000000001,90,53,1,1,0,0,1
Four-Seam Fastball,Left,-0.90000000000000002,1.8,11,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1.1000000000000001,1.8,12,,,1,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.8,11,,,0,0,,,,,,,0,0,,,
Slider,Right,0.20000000000000001,0.69999999999999996,14,2,,0,2,,,,,,,0,1,0,0,1
Slider,Right,0.29999999999999999,0.5,6,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.59999999999999998,1.8999999999999999,5,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.5,1.7,3,8,Fly Ball,1,1,-13,13,-65.099999999999994,287.89999999999998,79,34,1,1,0,0,1
Curve,Left,0.80000000000000004,-1.1000000000000001,14,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.7,6,,,0,0,,,,,,,0,1,,,
Slider,Right,0.40000000000000002,0.40000000000000002,14,4,Ground Ball,1,2,13.1,13.1,30.300000000000001,127,59,-19,1,1,0,0,1
Slider,Right,0.29999999999999999,0.69999999999999996,14,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.8999999999999999,1,,,0,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.8999999999999999,6,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.7,12,3,Popup,2,2,45.600000000000001,-45.600000000000001,38.200000000000003,38.100000000000001,51,75,1,1,0,0,1
Curve,Left,0.90000000000000002,-1.2,9,,,1,2,,,,,,,0,0,,,
Slider,Left,-0.10000000000000001,0.59999999999999998,14,,,0,2,,,,,,,0,0,,,
Curve,Left,0.90000000000000002,-0.90000000000000002,1,,,0,1,,,,,,,0,0,,,
Slider,Left,0.59999999999999998,0.40000000000000002,9,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.8999999999999999,8,2,,1,2,,,,,,,0,0,0,0,1
Slider,Right,0.59999999999999998,0.29999999999999999,14,,,1,1,,,,,,,0,1,,,
Slider,Right,0.69999999999999996,0.5,14,,,0,1,,,,,,,0,0,,,
Curve,Right,0.90000000000000002,-1.3,2,,,0,0,,,,,,,0,1,,,
Changeup,Right,-1.3999999999999999,0.80000000000000004,11,4,Popup,0,2,24.100000000000001,24.100000000000001,54.700000000000003,121.8,80,69,1,1,0,0,1
Four-Seam Fastball,Right,-0.80000000000000004,1.7,5,,,0,1,,,,,,,0,1,,,
Slider,Right,0.59999999999999998,0.40000000000000002,14,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.8999999999999999,8,10,Fly Ball,0,0,1.8,1.8,14.9,440,106,30,1,1,0,2,1
Curve,Left,1,-1.2,8,2,,2,2,,,,,,,0,1,0,0,1
Four-Seam Fastball,Left,-0.59999999999999998,1.7,11,,,2,1,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.7,11,,,1,1,,,,,,,0,0,,,
Curve,Left,1,-0.90000000000000002,11,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.8,4,,,0,0,,,,,,,0,1,,,
Curve,Right,0.80000000000000004,-1.2,4,2,,0,2,,,,,,,0,0,0,0,1
Curve,Right,0.69999999999999996,-0.69999999999999996,3,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.6000000000000001,6,,,0,0,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.7,9,9,Fly Ball,0,0,32.799999999999997,32.799999999999997,181.30000000000001,281.19999999999999,91,38,1,1,0,0,1
Four-Seam Fastball,Right,-0.69999999999999996,1.7,13,,,3,2,,,,,,,0,0,0,0.69999999999999996,1
Four-Seam Fastball,Right,-0.69999999999999996,1.7,11,,,3,2,,,,,77,77,0,1,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.8999999999999999,6,,,3,2,,,,,91,33,0,1,,,
Curve,Right,0.80000000000000004,-1,14,,,2,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.69999999999999996,1.8,6,,,2,1,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.7,2,,,1,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.80000000000000004,1.7,14,,,0,1,,,,,,,0,0,,,
Slider,Right,0.10000000000000001,0.59999999999999998,9,,,0,0,,,,,,,0,0,,,
Slider,Left,0.20000000000000001,0.59999999999999998,6,2,,1,2,,,,,,,0,1,0,0,1
Slider,Left,0.20000000000000001,0.29999999999999999,6,,,1,2,,,,,73,-6,0,1,,,
Changeup,Left,-1.7,0.59999999999999998,14,,,0,2,,,,,,,0,0,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.8,4,,,0,1,,,,,,,0,0,,,
Four-Seam Fastball,Left,-1,1.6000000000000001,4,,,0,0,,,,,,,0,0,,,
Changeup,Left,-1.5,0.69999999999999996,13,2,,0,2,,,,,,,0,1,0,0,1
Changeup,Left,-1.5,0.59999999999999998,13,,,0,2,,,,,,,0,1,,,
Curve,Left,0.90000000000000002,-0.69999999999999996,5,,,0,1,,,,,72,56,0,1,,,
Four-Seam Fastball,Left,-0.90000000000000002,1.8999999999999999,4,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Left,-0.69999999999999996,1.8,14,6,Line Drive,0,2,1.8,-1.8,6.9000000000000004,187.40000000000001,57,34,1,1,0,0,1
Four-Seam Fastball,Left,-1.1000000000000001,1.5,1,,,0,2,,,,,88,24,0,1,,,
Four-Seam Fastball,Left,-1.2,1.6000000000000001,6,,,0,1,,,,,82,46,0,1,,,
Curve,Left,0.80000000000000004,-0.59999999999999998,14,,,0,0,,,,,,,0,1,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.5,13,3,Line Drive,3,2,32,32,59.399999999999999,95,61,15,1,1,0,0,1
Slider,Right,0.20000000000000001,0.69999999999999996,14,,,2,2,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.5,14,,,2,1,,,,,,,0,0,,,
Four-Seam Fastball,Right,-0.90000000000000002,1.8999999999999999,9,,,2,0,,,,,,,0,0,,,
Changeup,Right,-1.5,0.69999999999999996,14,,,1,0,,,,,,,0,0,,,
